feature,mean,std
temperature,29.422304803674873,0.9655824255927948
soilmiosture,249.7585561497326,77.0864522249654
temperature_mean,29.421382335928033,0.9216266330516731
soilmiosture_mean,249.82459893048127,71.72677951018932
temperature_trend,0.0021657751559374487,0.6704482610834904
soilmiosture_trend,-0.18716577540106952,62.39205219840639
soilmiosture_lag_1,249.8029411764706,77.08830579111985
soilmiosture_lag_2,249.84625668449198,77.09065189101881
